Invoice No,Country Code,Sales ($),Margin ($),Margin (%),Vendor,Customer,Partner,End User,Invoice Date,Type,oSpace Program Name,ProgramID
320540-01,AU,3946.7462,394.5074,0.099957631,"Forescout Technologies, Inc",NTT Australia Pty Ltd,NTT Australia Pty Ltd,NTT Australia Pty Ltd,28/02/2023,Target,,
320117-01,AU,14021.7584,1651.5836,0.117787196,Arista,NTT Australia Pty Ltd,NTT Australia Pty Ltd,SAP Australia Pty Ltd,28/02/2023,Target,,
320675-01,AU,18657.3801,932.2149,0.049964941,"Crowdstrike, Inc.",ONETEAM IT PTY LTD,ONETEAM IT PTY LTD,KEEMA AUTOMOTIVE GROUP,28/02/2023,Target,,
320716-01,AU,1984.2952,198.3816,0.09997585,"Crowdstrike, Inc.",PRJ CONSULTING PTY LTD t/a 3columns,PRJ CONSULTING PTY LTD t/a 3columns,KARL STORZ ENDOSCOPY AUSTRALIA Pty Ltd,28/02/2023,Target,,
316708-05,AU,2033.4948,101.6748,0.05000003,Oracle,Accenture Australia Pty Ltd,Accenture Australia Pty Ltd,InvoCare Australia Pty Ltd,28/02/2023,Control,,
314039-07,AU,20132.82,602.4,0.029921293,Oracle,Accenture Australia Pty Ltd,Accenture Australia Pty Ltd,InvoCare Australia Pty Ltd,28/02/2023,Control,,
314030-08,AU,48865.9548,1465.755,0.029995423,Oracle,Accenture Australia Pty Ltd,Accenture Australia Pty Ltd,InvoCare Australia Pty Ltd,28/02/2023,Control,,
311163-14,AU,381768.3602,10497.2591,0.027496409,Oracle,Accenture Australia Pty Ltd,Accenture Australia Pty Ltd,InvoCare Australia Pty Ltd,28/02/2023,Control,,
309808-14,AU,27577.5,0,0,Oracle,Accenture Australia Pty Ltd,Accenture Australia Pty Ltd,MyState Bank Limited,28/02/2023,Control,,
316474-02,AU,86425.0848,4323.9936,0.050031696,Micro Focus,AccessHQ,AccessHQ,PERENTI GROUP SERVICES PTY LTD,28/02/2023,Others,,
320780-01,AU,25360.8446,1088.18,0.042907877,Okta,Airloom Holdings Pty Ltd,Airloom Holdings Pty Ltd,THALES CYBER SERVICES AUSTRALIA PTY LTD,28/02/2023,Others,,
320778-01,AU,38265.9994,1209.297,0.031602389,Okta,Airloom Holdings Pty Ltd,Airloom Holdings Pty Ltd,THALES CYBER SERVICES AUSTRALIA PTY LTD,28/02/2023,Others,,
320763-01,AU,47383.3734,3792.9015,0.080047097,Netskope,Alphawest Services Pty Ltd,Alphawest Services Pty Ltd,Hume City Council,28/02/2023,Control,,
320730-01,AU,0,-210,-Infinity,"Forescout Technologies, Inc",Alphawest Services Pty Ltd,Alphawest Services Pty Ltd,Toyota Motor Corporation Australia Limited,28/02/2023,Control,,
320729-01,AU,0,-210,-Infinity,"Forescout Technologies, Inc",Alphawest Services Pty Ltd,Alphawest Services Pty Ltd,Toyota Motor Corporation Australia Limited,28/02/2023,Control,,
320627-01,AU,48264.6272,5073.4558,0.105117476,"Forescout Technologies, Inc",Alphawest Services Pty Ltd,Alphawest Services Pty Ltd,Toyota Motor Corporation Australia Limited,28/02/2023,Control,,
320625-01,AU,24132.3136,2554.0129,0.105833736,"Forescout Technologies, Inc",Alphawest Services Pty Ltd,Alphawest Services Pty Ltd,Toyota Motor Corporation Australia Limited,28/02/2023,Control,,
320618-01,AU,24132.3136,2554.0129,0.105833736,"Forescout Technologies, Inc",Alphawest Services Pty Ltd,Alphawest Services Pty Ltd,Toyota Motor Corporation Australia Limited,28/02/2023,Control,,
317826-09,AU,913.0802,100.4384,0.109999538,Imperva,Baidam Solutions Pty Ltd,Baidam Solutions Pty Ltd,Emantra Pty Ltd,28/02/2023,Control,,
320705-01,AU,14992.9353,1004.5209,0.066999615,"Crowdstrike, Inc.",Brennan IT Pty Ltd,Brennan IT Pty Ltd,NOW FINANCE GROUP PTY LTD,28/02/2023,Control,,
320626-01,AU,45359.0015,2267.9606,0.050000232,"Crowdstrike, Inc.",Brennan IT Pty Ltd,Brennan IT Pty Ltd,C4I PTY LTD,28/02/2023,Control,,
318284-07,AU,3517.965,105.465,0.029978979,Okta,CSO GROUP PTY LTD,CSO GROUP PTY LTD,NSW State Emergency Service,28/02/2023,Others,,
320326-01,AU,2241.07,420.0404,0.187428505,Arista,CTM Professional Services Pty Ltd,CTM Professional Services Pty Ltd,IOOF Services Co Pty Ltd,28/02/2023,Control,,
320731-01,AU,57415.6135,4594.4703,0.08002127,Netskope,CYTHERA PTY LTD,CYTHERA PTY LTD,BANK AUSTRALIA LIMITED,28/02/2023,Others,,
C320742-01,AU,-4636.524,-463.524,0.099972307,Oracle,Datacom Systems (AU) Pty Ltd,Datacom Systems (AU) Pty Ltd,,28/02/2023,Control,,
320556-01,AU,48177.7445,4817.7745,0.100000001,Oracle,Datacom Systems (AU) Pty Ltd,Datacom Systems (AU) Pty Ltd,Datacom Systems (AU) Pty Ltd,28/02/2023,Control,,
320383-01,AU,1859770.757,127455.0921,0.06853269,Rubrik,Datacom Systems (AU) Pty Ltd,Datacom Systems (AU) Pty Ltd,Australian National University,28/02/2023,Control,,
320765-01,AU,0,-210,-Infinity,Arista,DXC Connect Pty Limited,DXC Connect Pty Limited,Tabcorp Holdings Limited,28/02/2023,Control,,
314864-07,AU,12068.0088,603.396,0.049999632,Oracle,DXC Red Rock Pty Ltd,DXC Red Rock Pty Ltd,ST JOHN AMBULANCE WESTERN AUSTRALIA LTD.,28/02/2023,Others,,
318577-06,AU,2184.4099,196.607,0.090004628,"Crowdstrike, Inc.",ENVISAGE TECHNOLOGY (QLD) PTY LTD,ENVISAGE TECHNOLOGY (QLD) PTY LTD,ENVISAGE TECHNOLOGY (QLD) PTY LTD,28/02/2023,Others,,
320776-01,AU,46919.1561,3284.3546,0.070000291,Netskope,Equate Technologies Pty Ltd,Equate Technologies Pty Ltd,Resimac Limited,28/02/2023,Others,,
317670-09,AU,404.2437,64.3266,0.159128268,"Crowdstrike, Inc.",FALCORE INVESTMENTS PTY LTD,FALCORE INVESTMENTS PTY LTD,FALCORE INVESTMENTS PTY LTD,28/02/2023,Others,,
316860-12,AU,8.5209,0.8517,0.09995423,"Crowdstrike, Inc.",FALCORE INVESTMENTS PTY LTD,FALCORE INVESTMENTS PTY LTD,FALCORE INVESTMENTS PTY LTD,28/02/2023,Others,,
320717-01,AU,27066.6672,2706.6672,0.100000018,SUSE,HYPER SCALERS PTY. LTD.,HYPER SCALERS PTY. LTD.,BAE SYSTEMS AUSTRALIA LIMITED,28/02/2023,Others,,
320727-01,AU,6482.7246,291.6146,0.044983339,Okta,Iocane Pty Ltd,Iocane Pty Ltd,University of South Australia,28/02/2023,Others,,
319716-02,AU,26878.2684,1612.5402,0.0599942,"Crowdstrike, Inc.",Iocane Pty Ltd,Iocane Pty Ltd,RICHARD CROOKES CONSTRUCTIONS PTY. LIMITED,28/02/2023,Others,,
320779-01,AU,12361.2568,922.4842,0.074627056,Okta,ORRO PTY LTD,ORRO PTY LTD,LABOURPOWER RECRUITMENT SERVICES PTY LTD,28/02/2023,Control,,
320726-01,AU,4871.8883,292.3133,0.06,Oracle,Prescience Technology Pty Limited,Prescience Technology Pty Limited,Seymour Whyte Constructions Pty Ltd,28/02/2023,Others,,
320736-01,AU,4390.33,351.2264,0.08,Micro Focus,Proficiency Group Pty Ltd (T/as Information Proficiency),Proficiency Group Pty Ltd (T/as Information Proficiency),Busselton Water Corporation,28/02/2023,Others,,
319455-08,AU,182.8064,27.4176,0.14998162,"Crowdstrike, Inc.",Reseau NSW Pty Ltd,Reseau NSW Pty Ltd,Reseau Pty Ltd,28/02/2023,Control,,
319454-08,AU,317.086,47.564,0.150003469,"Crowdstrike, Inc.",Reseau NSW Pty Ltd,Reseau NSW Pty Ltd,Reseau Pty Ltd,28/02/2023,Control,,
319453-08,AU,57.652,8.648,0.150003469,"Crowdstrike, Inc.",Reseau NSW Pty Ltd,Reseau NSW Pty Ltd,Reseau NSW Pty Ltd,28/02/2023,Control,,
319451-07,AU,76.163,11.424,0.149994092,"Crowdstrike, Inc.",Reseau NSW Pty Ltd,Reseau NSW Pty Ltd,Reseau NSW Pty Ltd,28/02/2023,Control,,
319450-08,AU,151.088,22.673,0.150064863,"Crowdstrike, Inc.",Reseau NSW Pty Ltd,Reseau NSW Pty Ltd,Reseau NSW Pty Ltd,28/02/2023,Control,,
318918-06,AU,70.2312,10.5348,0.150001709,"Crowdstrike, Inc.",Reseau Pty Ltd,Reseau Pty Ltd,Reseau Pty Ltd,28/02/2023,Others,,
317719-09,AU,106.1787,5.097,0.048003978,"Crowdstrike, Inc.",Reseau Pty Ltd,Reseau Pty Ltd,Reseau Pty Ltd,28/02/2023,Others,,
320760-01,AU,0,-108,-Infinity,Arista,RIOT SOLUTIONS PTY LTD,RIOT SOLUTIONS PTY LTD,The Royal Automobile Club Of Queensland (RACQ) Limited,28/02/2023,Others,,
320689-01,AU,198003.8412,24843.5033,0.125469805,Netskope,RIOT SOLUTIONS PTY LTD,RIOT SOLUTIONS PTY LTD,Goodstart Early Learning Ltd,28/02/2023,Others,,
320733-01,AU,1909.65,190.97,0.100002618,Micro Focus,RPM Solutions Pty Ltd,RPM Solutions Pty Ltd,National Disability Insurance Agency,28/02/2023,Others,,
320454-01,AU,45469,2273,0.049990103,Okta,Sekuro Operations Pty Ltd,Sekuro Operations Pty Ltd,DEPARTMENT OF CUSTOMER SERVICE (NSW),28/02/2023,Control,NextGen Okta Lead Generation Q3 20,
320642-01,AU,2474.309,136.1318,0.055018108,Arista,Technicalities Group Consulting Pty Ltd,Technicalities Group Consulting Pty Ltd,Fabric Group Pty Ltd,28/02/2023,Others,,
319365-05,AU,1881.0942,94.0547,0.049999995,Imperva,The Missing Link Security Pty Ltd,The Missing Link Security Pty Ltd,SNOWY'S OUTDOORS PTY LTD,28/02/2023,Control,,
320773-01,AU,0,-3287.58,-Infinity,Silverfort Ltd,The Trustee for Bertika Trust & Others t/a Perfekt Pty Ltd,The Trustee for Bertika Trust & Others t/a Perfekt Pty Ltd,MARIBYRNONG CITY COUNCIL,28/02/2023,Control,,
318242-06,AU,15671.3542,671.7092,0.042862231,"Crowdstrike, Inc.",The Trustee for ENDPOINT FOCUS Trust,The Trustee for ENDPOINT FOCUS Trust,CT4 Pty Ltd,28/02/2023,Others,,
320734-01,AU,10822.5,1082.25,0.1,Oracle,Truis Pty Ltd,Truis Pty Ltd,NASFUND Contributors Savings & Loan Society Limited,28/02/2023,Control,,
320761-01,AU,0,-210,-Infinity,Arista,Vectec Pty Ltd,Vectec Pty Ltd,ASX LIMITED,28/02/2023,Control,,
320704-01,AU,9271.95,741.7599,0.080000421,Micro Focus,WIPRO REVOLUTION IT PTY LTD,WIPRO REVOLUTION IT PTY LTD,Incitec Pivot Explosives Holdings Pty Limited,28/02/2023,Others,,
320767-01,AU,1512.8824,120.9742,0.079962725,Micro Focus,WyldLynx Pty Ltd,WyldLynx Pty Ltd,DEPARTMENT OF EDUCATION (NSW),28/02/2023,Others,,
320788-01,AU,66424.5,5313.96,0.08,SolarWinds Europe,DATA#3 LIMITED,DATA#3 LIMITED,Tabcorp Holdings Limited,6/03/2023,Target,Nextgen Solar Winds Intrepid Q3 21,
320668-01,AU,55403.01,5020,0.090608795,"Crowdstrike, Inc.",EVER NIMBLE PTY LTD,EVER NIMBLE PTY LTD,TIANQI LITHIUM AUSTRALIA PTY LTD,6/03/2023,Target,,
320744-01,AU,16742.4,1339.4158,0.080001422,Netskope,Telstra Limited,TELSTRA BROADCAST SERVICES PTY LIMITED,IBERDROLA AUSTRALIA LIMITED,6/03/2023,Target,,
320437-01,AU,18942.81,1894.3,0.100001003,Micro Focus,Accucom Systems Integration Pty Limited,Accucom Systems Integration Pty Limited,THE COUNCIL OF THE KING'S SCHOOL,6/03/2023,Control,,
320769-01,AU,107548.8,9410.52,0.0875,SolarWinds Europe,Aquion Pty Ltd,Aquion Pty Ltd,Department of Communities and Justice (NSW),6/03/2023,Control,,
320700-01,AU,3883.455,310.68,0.080000927,Micro Focus,BPM Vision Pty Ltd,BPM Vision Pty Ltd,Treasury Wine Estates Limited,6/03/2023,Others,,
320743-01,AU,49739.94,3192.25,0.064178807,"Crowdstrike, Inc.",Brennan IT Pty Ltd,Brennan IT Pty Ltd,RMBL INVESTMENTS LIMITED,6/03/2023,Control,,
320677-01,AU,661.9067,52.9523,0.079999643,Netskope,Content Security Pty Ltd,Content Security Pty Ltd,Tourism Australia,6/03/2023,Control,,
320740-01,AU,3290.2332,329.0232,0.099999964,Oracle,DATA INTENSITY PTY LIMITED,DATA INTENSITY PTY LIMITED,Serco Group Pty Limited,6/03/2023,Others,,
320785-01,AU,4873.2381,612.8194,0.125751992,SolarWinds Europe,Datacom Systems (AU) Pty Ltd,Datacom Systems (AU) Pty Ltd,Resthaven Incorporated,6/03/2023,Control,,
320741-01,AU,5634.2214,685.1214,0.121600014,SolarWinds Europe,Datacom Systems (AU) Pty Ltd,Datacom Systems (AU) Pty Ltd,Datacom Systems (AU) Pty Ltd,6/03/2023,Control,,
320738-01,AU,7211.5552,721.1552,0.099999956,SUSE,Datacom Systems (AU) Pty Ltd,Datacom Systems (AU) Pty Ltd,Medibank Private Limited,6/03/2023,Control,,
317163-08,AU,34968.1736,1398.7269,0.039999999,Oracle,DXC Red Rock Pty Ltd,DXC Red Rock Pty Ltd,DXC Red Rock Pty Ltd,6/03/2023,Others,,
317162-08,AU,59689.8472,2387.5938,0.039999999,Oracle,DXC Red Rock Pty Ltd,DXC Red Rock Pty Ltd,DXC Red Rock Pty Ltd,6/03/2023,Others,,
320624-01,AU,64390.1085,6150.9456,0.09552625,"Crowdstrike, Inc.",Equate Technologies Pty Ltd,Equate Technologies Pty Ltd,JBS AUSTRALIA PTY LIMITED,6/03/2023,Others,,
320718-01,AU,4962.2222,961.9622,0.193857139,SUSE,Fujitsu Australia Limited (NSW),Fujitsu Australia Limited (NSW),Toyota Motor Corporation Australia Limited,6/03/2023,Others,,
320766-01,AU,5566.076,445.286,0.079999986,Micro Focus,FYB Pty Ltd,FYB Pty Ltd,Victoria State Emergency Service Authority,6/03/2023,Others,,
320768-01,AU,10774.0028,759.9519,0.070535707,Rubrik,Genisys Group Pty Ltd,Genisys Group Pty Ltd,Genisys Group Pty Ltd,6/03/2023,Others,,
320782-01,AU,8947.156,717.3,0.080170727,Micro Focus,Informotion Pty Ltd,Informotion Pty Ltd,Independent Pricing & Regulatory Tribunal,6/03/2023,Others,,
320535-01,AU,75667.8057,6083.6845,0.080399906,Micro Focus,Insight Enterprises Australia Pty Ltd,Insight Enterprises Australia Pty Ltd,Melbourne Polytechnic (T/as Northern Melbourne Institute of TAFE),6/03/2023,Control,,
320786-01,AU,5947.6224,594.7032,0.099990073,Micro Focus,ISG Enterprise Solutions,ISG Enterprise Solutions,Rubicon Water Limited,6/03/2023,Others,,
320694-01,AU,2973.8455,1501.7955,0.505001184,Micro Focus,K J ROSS & ASSOCIATES PTY LTD,K J ROSS & ASSOCIATES PTY LTD,Fire and Rescue New South Wales,6/03/2023,Others,,
320693-01,AU,5604.41,2768.59,0.494002045,Micro Focus,K J ROSS & ASSOCIATES PTY LTD,K J ROSS & ASSOCIATES PTY LTD,Fire and Rescue NSW (203086),6/03/2023,Others,,
320762-01,AU,27648.2642,2211.8892,0.080001015,Micro Focus,Kapish Services Pty Ltd,Kapish Services Pty Ltd,Fair Work Commission,6/03/2023,Others,,
320758-01,AU,63633.5508,1853.4156,0.02912639,Micro Focus,Kapish Services Pty Ltd,Kapish Services Pty Ltd,La Trobe University,6/03/2023,Others,,
320708-01,AU,4681.74,375.06,0.080111241,Micro Focus,Proficiency Group Pty Ltd (T/as Information Proficiency),Proficiency Group Pty Ltd (T/as Information Proficiency),GOLD CORPORATION PTY LTD,6/03/2023,Others,,
320724-01,AU,17354.144,1735.429,0.100000841,"Crowdstrike, Inc.",Reseau Pty Ltd,Reseau Pty Ltd,Reseau Pty Ltd,6/03/2023,Others,,
320772-01,AU,4688.1,246.6,0.052601267,SolarWinds Europe,SoftwareONE Australia Pty Limited,SoftwareONE Australia Pty Limited,BSA IT SERVICES PTY LIMITED,6/03/2023,Control,Nextgen SolarWinds Crosssell Upsell,
320722-01,AU,942.8324,235.7081,0.25,Micro Focus,SoftwareONE Australia Pty Limited,SoftwareONE Australia Pty Limited,Australian Postal Corporation,6/03/2023,Control,,
320672-01,AU,3287.5146,289.3023,0.088000309,Okta,STRATEGIC INFORMATION TECHNOLOGIES PTY LIMITED,STRATEGIC INFORMATION TECHNOLOGIES PTY LIMITED,Accounting Professionals (NSW) Pty Ltd,6/03/2023,Others,,
320725-01,AU,3096.968,185.818,0.059999974,Micro Focus,The Trustee for the JDS Solutions Unit Trust (T/As JDS AUSTRALIA PTY LTD),The Trustee for the JDS Solutions Unit Trust (T/As JDS AUSTRALIA PTY LTD),Royal Automobile Club of Victoria (RACV) Limited,6/03/2023,Others,,
320759-01,AU,941.1716,94.1098,0.09999218,"Crowdstrike, Inc.",The Trustee for WILAPPS UNIT TRUST (Trading as Interscale),The Trustee for WILAPPS UNIT TRUST (Trading as Interscale),The Trustee for WILAPPS UNIT TRUST (Trading as Interscale),6/03/2023,Others,CrowdStrike Digital (Partner) #10178 Q3 22,
320683-01,AU,10754.4905,537.7332,0.050000807,"Crowdstrike, Inc.",Truis Pty Ltd,Truis Pty Ltd,NARACOORTE LUCINDALE COUNCIL,6/03/2023,Control,,
320682-01,AU,13127.9721,1312.8017,0.100000342,"Crowdstrike, Inc.",Vectra Corporation Ltd,Vectra Corporation Ltd,Vectra Corporation Ltd,6/03/2023,Others,,
320701-01,AU,5613.726,561.3726,0.1,"Forescout Technologies, Inc",NTT Australia Pty Ltd,NTT Australia Pty Ltd,GOULBURN VALLEY HEALTH,7/03/2023,Target,,
316721-02,AU,27635.6151,2566.4403,0.092867131,Nozomi Networks,NTT Australia Pty Ltd,NTT Australia Pty Ltd,Australian Pipeline Limited T/as APA Group,7/03/2023,Target,,
320791-01,AU,3463.02,222.2532,0.064179011,"Crowdstrike, Inc.",PRJ CONSULTING PTY LTD t/a 3columns,PRJ CONSULTING PTY LTD t/a 3columns,RIVVA PTY. LTD.,7/03/2023,Target,,
317906-04,AU,4080.7256,81.6145,0.019999997,Darktrace,Telstra Corporation Ltd,TELSTRA BROADCAST SERVICES PTY LIMITED,QUEANBEYAN-PALERANG REGIONAL COUNCIL,7/03/2023,Target,,
311057-39,AU,3341.6842,166.6842,0.049880297,Darktrace,Telstra Corporation Ltd,TELSTRA BROADCAST SERVICES PTY LIMITED,THE TRUSTEE FOR TARASCIO NO2 FAMILY TRUST (Trading as Salta Property Group),7/03/2023,Target,,
318282-09,AU,5799.3576,869.9091,0.150000941,"Crowdstrike, Inc.",VINet Solutions Pty Ltd,VINet Solutions Pty Ltd,,7/03/2023,Target,,
320591-01,AU,8646.2495,657.111,0.075999542,Micro Focus,CIRRUS NETWORKS (WA) PTY LTD,CIRRUS NETWORKS (WA) PTY LTD,Australian Investment Exchange Limited (T/A AusieX),7/03/2023,Others,,
320783-01,AU,11585.6,2172.3,0.1875,SolarWinds Europe,First Focus IT Pty Ltd,First Focus IT Pty Ltd,First Focus IT Pty Ltd,7/03/2023,Others,,
320702-01,AU,118283.44,8391.2226,0.070941652,Arista,IP Trading Pty Ltd,IP Trading Pty Ltd,LEIDOS AUSTRALIA PTY LIMITED,7/03/2023,Others,,
320770-01,AU,15804.531,1921.831,0.121600002,SolarWinds Europe,IT Logic Pty Ltd,IT Logic Pty Ltd,Kilcoy Pastoral Company Limited,7/03/2023,Others,,
320797-01,AU,4871.8883,292.3133,0.06,Oracle,Prescience Technology Pty Limited,Prescience Technology Pty Limited,Nacap Pty Ltd,7/03/2023,Others,,
320794-01,AU,4871.8883,292.3133,0.06,Oracle,Prescience Technology Pty Limited,Prescience Technology Pty Limited,F9 PROJECT SERVICES PTY LTD,7/03/2023,Others,,
320349-02,AU,12449.9932,522.3232,0.041953694,Okta,Solista Pty Ltd,Solista Pty Ltd,Hicksons Lawyers,7/03/2023,Others,,
316345-02,AU,62250.2368,2611.8668,0.04195754,Okta,Solista Pty Ltd,Solista Pty Ltd,Hicksons Lawyers,7/03/2023,Others,,
320795-01,AU,12511.8637,1567.4037,0.1252734,SolarWinds Europe,Storm FX Distributions Pty Ltd,Storm FX Distributions Pty Ltd,Telstra Broadcast Services Pty Ltd,7/03/2023,Others,,
320793-01,AU,3880.4111,388.034,0.099998168,Micro Focus,The Somerville Group Pty Ltd - T/as Atturra Managed Services,The Somerville Group Pty Ltd - T/as Atturra Managed Services,Mount Saint Benedict College,7/03/2023,Control,,
320739-02,AU,8295.536,1244.3559,0.150003074,"Crowdstrike, Inc.",Wigtown Bear Pty Ltd T/A Subnet,Wigtown Bear Pty Ltd T/A Subnet,Wigtown Bear Pty Ltd T/A Subnet,7/03/2023,Others,,
320739-01,AU,8295.536,1244.3559,0.150003074,"Crowdstrike, Inc.",Wigtown Bear Pty Ltd T/A Subnet,Wigtown Bear Pty Ltd T/A Subnet,Wigtown Bear Pty Ltd T/A Subnet,7/03/2023,Others,,
320802-01,AU,0,-210,-Infinity,Arista,NTT Australia Pty Ltd,NTT Australia Pty Ltd,SAP Australia Pty Ltd,8/03/2023,Target,,
316752-02,AU,882720.0508,13240.8008,0.015,Darktrace,Telstra Corporation Ltd,TELSTRA BROADCAST SERVICES PTY LIMITED,TRUSTEES FOR CATHOLIC EDUCATION OFFICE ARCHDIOCESE OF CANBERRA & GOULBURN,8/03/2023,Target,,
320817-01,AU,13042.4,1141.21,0.0875,SolarWinds Europe,Aquion Pty Ltd,Aquion Pty Ltd,Australian Paper,8/03/2023,Control,,
320803-01,AU,0,-210,-Infinity,Rubrik,CIRRUS NETWORKS (WA) PTY LTD,CIRRUS NETWORKS (WA) PTY LTD,LINFOX AUSTRALIA PTY LTD,8/03/2023,Others,,
320709-01,AU,4378.1112,240.7968,0.055000156,Arista,Macquarie Technology Operations Pty Ltd,Macquarie Technology Operations Pty Ltd,Macquarie Technology Operations Pty Ltd,8/03/2023,Control,,
320807-01,AU,119816.2993,15067.1393,0.125752,SolarWinds Europe,SoftwareONE Australia Pty Limited,SoftwareONE Australia Pty Limited,Anglo American Metallurgical Coal Pty Ltd,8/03/2023,Control,,
318847-02,AU,11993,839.825,0.070026265,Okta,The Trustee for COMUNET UNIT TRUST,The Trustee for COMUNET UNIT TRUST,SURVEILLANCE AUSTRALIA PTY. LTD.,8/03/2023,Others,,
316942-02,AU,6895.9977,482.9077,0.070027242,Okta,The Trustee for COMUNET UNIT TRUST,The Trustee for COMUNET UNIT TRUST,SURVEILLANCE AUSTRALIA PTY. LTD.,8/03/2023,Others,,
320819-01,AU,12139.5556,1213.9556,0.100000003,SUSE,DATA#3 LIMITED,DATA#3 LIMITED,Hydro Tasmania,9/03/2023,Target,,
320816-01,AU,22932,2006.55,0.0875,SolarWinds Europe,DATA#3 LIMITED,DATA#3 LIMITED,The Royal Womens Hospital,9/03/2023,Target,,
320811-01,AU,151.5222,15.1522,0.099999868,Micro Focus,DATA#3 LIMITED,DATA#3 LIMITED,Visy Industries Australia Pty Ltd,9/03/2023,Target,,
320238-01,AU,30215.4762,1783.1936,0.059015903,Arista,NTT Australia Pty Ltd,NTT Australia Pty Ltd,COVER-MORE INSURANCE SERVICES PTY. LTD.,9/03/2023,Target,,
320148-01,AU,14021.7584,1636.0236,0.116677492,Arista,NTT Australia Pty Ltd,NTT Australia Pty Ltd,SAP Australia Pty Ltd,9/03/2023,Target,,
316302-01,AU,30081.4066,1638.2224,0.054459634,Arista,DXC Connect Pty Limited,DXC Connect Pty Limited,Tabcorp Holdings Limited,9/03/2023,Control,,
320812-01,AU,478.518,47.85,0.099996238,Micro Focus,Proficiency Group Pty Ltd (T/as Information Proficiency),Proficiency Group Pty Ltd (T/as Information Proficiency),Town Of Claremont,9/03/2023,Others,,
316986-01,AU,10169.9525,732.7139,0.072046934,Arista,RIOT SOLUTIONS PTY LTD,RIOT SOLUTIONS PTY LTD,The Royal Automobile Club Of Queensland (RACQ) Limited,9/03/2023,Others,,
320808-01,AU,5378.4,537.84,0.1,Micro Focus,SoftwareONE Australia Pty Limited,SoftwareONE Australia Pty Limited,Australian Postal Corporation,9/03/2023,Control,,
320829-01,AU,4180.8,418.08,0.1,SUSE,DATA#3 LIMITED,DATA#3 LIMITED,Orix Australia Corporation Limited,10/03/2023,Target,,
320827-01,AU,0,-211.98,-Infinity,Arista,NTT Australia Pty Ltd,NTT Australia Pty Ltd,COVER-MORE INSURANCE SERVICES PTY. LTD.,10/03/2023,Target,,
320826-01,AU,0,-210,-Infinity,Arista,NTT Australia Pty Ltd,NTT Australia Pty Ltd,Chi-X Australia,10/03/2023,Target,,
320810-01,AU,59339.2221,9819.2367,0.16547633,"Forescout Technologies, Inc",Telstra Limited,TELSTRA BROADCAST SERVICES PTY LIMITED,VicRoads,10/03/2023,Target,,
320815-01,AU,6272.7826,501.8226,0.079999999,Micro Focus,AccessHQ,AccessHQ,The University of Queensland,10/03/2023,Others,Micro Focus Tricentis Q1 22,
320825-01,AU,0,-210,-Infinity,"Forescout Technologies, Inc",Alphawest Services Pty Ltd,Alphawest Services Pty Ltd,Toyota Motor Corporation Australia Limited,10/03/2023,Control,,
316686-10,AU,3728.0705,186.4038,0.050000074,Imperva,Alphawest Services Pty Ltd,Alphawest Services Pty Ltd,Coles Group Ltd (VIC),10/03/2023,Control,,
320789-02,AU,1244.4735,123.3966,0.099155667,SolarWinds Europe,Aquion Pty Ltd,Aquion Pty Ltd,Office of The Attorney General of Guam,10/03/2023,Control,,
320820-01,AU,1586.794,51.568,0.032498232,Micro Focus,CALROSSY ANGLICAN SCHOOL,CALROSSY ANGLICAN SCHOOL,CALROSSY ANGLICAN SCHOOL,10/03/2023,Others,,
320670-01,AU,0,0,NaN,Okta,CyberCX Pty Ltd,CyberCX Pty Ltd,MINERAL RESOURCES LIMITED,10/03/2023,Control,,
319169-03,AU,2164.33,18.1286,0.008376079,Imperva,CyberCX Pty Ltd,CyberCX Pty Ltd,The University of Melbourne,10/03/2023,Control,,
320828-01,AU,30793.0408,2463.4408,0.07999992,Micro Focus,Idea Science Pty Ltd,Idea Science Pty Ltd,BETCLOUD PTY LTD,10/03/2023,Others,,
